"","PRIM_STATE","AREA_TYPE","NAICS","NAICS_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE"
"7594","NY","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",4870,2.9,34.67,72110,0.9
"7595","NC","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",3160,1.1,22.11,45990,0.7
"7596","ND","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",230,5.2,29.78,61930,1.8
"7597","OH","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",3140,2.7,25.04,52090,0.9
"7598","OK","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1060,3.8,20.03,41660,2
"7599","OR","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1820,1.7,30.55,63530,1.2
"7600","PA","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",4120,2.4,28.23,58720,1.1
"7601","SC","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",390,0,21.38,44470,1
"7602","TN","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1970,2.8,21.06,43800,1.2
"7603","TX","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",7230,4.6,23.24,48350,0.9
"7604","VT","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",190,0.3,31.97,66490,2.1
"7605","VA","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",2780,7.5,23.76,49420,0.9
"7606","WA","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1900,3.2,32.1,66760,1.2
"7607","WV","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",800,2.7,22.12,46010,1.4
"7608","WI","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1380,0.6,24.05,50020,0.9
"7609","WY","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",160,0.4,24.49,50930,1.5
"7610","AL","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",2390,6.9,13.83,28770,2
"7611","AK","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",1290,6.7,21.03,43750,1.5
"7612","AZ","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",7490,5.1,17.34,36080,1.1
"7613","AR","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",3300,5.8,15.16,31540,1.3
"7614","CA","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",53010,5.6,21.7,45130,2
"7615","CO","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",3800,9.6,18.65,38790,1.3
"7616","CT","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",7580,7.3,20.99,43670,2.3
"7617","DE","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",770,6.1,17.27,35920,1.9
"7618","DC","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",1660,16.6,26.27,54640,4.7
"7619","GA","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",7870,6.9,15.06,31320,2.3
"7620","HI","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",2200,7.4,18.36,38200,1.6
"7621","ID","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",1550,6.3,17.74,36890,2.2
"7622","IL","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",15210,6.5,19.84,41260,3.1
"7623","IN","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",7240,4.5,15.69,32630,0.9
"7624","IA","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",4710,4.8,17.33,36050,1.2
"7625","KS","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",4350,5.1,16.34,33980,1.6
"7626","KY","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",5170,5.4,15.79,32830,1.7
"7627","LA","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",2970,7.6,14.68,30530,2.6
"7628","ME","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",3800,5.9,17.39,36180,0.9
"7629","MD","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",8300,7.1,18.58,38650,2.1
"7630","MA","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",13520,5.1,18.43,38330,2
"7631","MI","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",9250,3.7,16.35,34020,1.8
"7632","MN","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",12190,5.7,18.5,38490,1.3
"7633","MS","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",2100,8.7,14.19,29520,1.5
"7634","MO","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",4300,9,15.15,31510,2
"7635","MT","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",1310,7.2,15.66,32580,1.6
"7636","NE","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",2060,7.6,16.61,34540,1.2
"7637","NV","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",2070,5.8,19.03,39590,2.6
"7638","NH","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",1850,5.1,16.74,34820,1.4
"7639","NJ","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",25210,4.1,18.81,39120,1.4
"7640","NM","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",3110,4.7,17.58,36570,1.5
"7641","NY","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",38300,3.3,19.2,39950,0.9
"7642","NC","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",6910,8.2,17.04,35450,3.1
"7643","ND","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",1420,6.8,23.08,48020,3.3
"7644","OH","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",16570,5.2,17.4,36190,1.8
"7645","OK","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",1190,8.7,16.48,34280,1.7
"7646","OR","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",5540,3.5,19.65,40880,1.4
"7647","PA","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",15090,4.8,17.09,35550,0.9
"7648","RI","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",2600,7.4,18.12,37680,2
"7649","SC","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",8830,2.6,16.44,34190,2.6
"7650","SD","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",800,6.6,13.11,27280,1.5
"7651","TN","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",3230,7.1,15.6,32440,2.2
"7652","TX","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",21810,3.6,17.53,36470,0.8
"7653","UT","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",4610,5.4,15.93,33130,1.7
"7654","VT","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",3200,5.8,17.17,35720,4.7
"7655","VA","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",9020,6.1,16.63,34580,1.5
"7656","WA","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",9470,6.1,19.98,41560,1.6
"7657","WV","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",2810,4.2,15.57,32380,1.3
"7658","WI","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",7270,3.3,20.79,43240,1.5
"7659","WY","2","000000","Cross-industry","21-1093","Social and Human Service Assistants","detailed",730,8.4,16.65,34630,1.9
"7660","AL","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",500,14,20.21,42030,4.6
"7661","AK","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",450,8.2,27.99,58230,4.9
"7662","AZ","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",1200,9.6,20.82,43300,2.3
"7663","AR","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",260,19.2,21.93,45610,2.3
"7664","CA","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",5960,5.9,25.45,52940,1.9
"7665","CO","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",940,9,21.12,43920,2.7
"7666","CT","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",580,23.3,27.11,56380,7.3
"7667","DE","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",160,41.1,17.92,37280,3.6
"7668","DC","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",810,24.3,29.83,62040,5.3
"7669","FL","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",2540,12.7,20.19,41990,2.1
"7670","GA","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",830,17.5,22.01,45780,4.4
"7671","HI","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",410,30.2,20.3,42230,5.8
"7672","ID","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",360,18.4,22.41,46620,4
"7673","IL","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",1900,12,22.39,46560,1.4
"7674","IN","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",2080,9.1,20.23,42070,2.9
"7675","IA","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",400,20.7,18.8,39100,2.5
"7676","KS","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",200,25.5,25.26,52530,2.8
"7677","KY","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",1350,14.1,17.94,37320,2.4
"7678","LA","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",680,22.9,20.05,41700,2.9
"7679","ME","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",70,20.9,19.87,41340,3
"7680","MD","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",1520,11.5,23.8,49490,5
"7681","MA","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",2770,6.7,22.26,46300,1.9
"7682","MI","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",1540,7.9,23.32,48500,1.7
"7683","MN","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",1150,9.2,21.28,44260,3
"7684","MS","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",790,18.2,17.16,35690,4.6
"7685","MO","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",1330,11.8,19.12,39770,2.1
"7686","MT","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",180,6.8,20.95,43580,1.9
"7687","NE","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",380,13.1,20.06,41730,3.3
"7688","NV","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",280,14.3,24.01,49950,4.2
"7689","NH","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",280,11,21.77,45290,5.5
"7690","NJ","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",1060,12.8,23.67,49240,6.2
"7691","NM","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",820,5,28.96,60230,5.1
"7692","NY","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",7300,7.1,22.18,46130,1.8
"7693","NC","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",910,15.4,19.65,40870,2.5
"7694","OH","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",2150,6.8,19.72,41010,1.7
"7695","OK","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",600,13.2,23.25,48350,5.3
"7696","PA","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",2130,7.7,21.41,44540,2.6
"7697","RI","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",240,15.6,27.8,57820,9.5
"7698","SC","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",410,12.2,20.24,42110,5.3
"7699","SD","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",30,30.2,19.61,40790,8.3
"7700","TN","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",740,13.7,20.38,42400,2.5
"7701","TX","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",3350,5.9,19.75,41070,1.8
"7702","UT","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",520,5.5,24.15,50220,2.3
"7703","VT","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",150,16.5,19.25,40050,4
"7704","VA","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",830,11.1,23.07,47980,2.6
"7705","WA","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",3100,20.6,22.33,46440,5.5
"7706","WV","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",320,13.8,14.58,30330,3
"7707","WI","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",350,10.6,24.38,50720,2.3
"7708","WY","2","000000","Cross-industry","21-1094","Community Health Workers","detailed",80,4.8,24.12,50180,2.5
"7709","AL","2","000000","Cross-industry","21-1099","Social Service Specialists, All Other","detailed",80,17.5,19.21,39950,4.5
"7710","AK","2","000000","Cross-industry","21-1099","Social Service Specialists, All Other","detailed",130,24.5,19.4,40340,3.3
"7711","AZ","2","000000","Cross-industry","21-1099","Social Service Specialists, All Other","detailed",570,12.9,20.98,43640,4
"7712","AR","2","000000","Cross-industry","21-1099","Social Service Specialists, All Other","detailed",260,12.6,16.27,33840,3
"7713","CA","2","000000","Cross-industry","21-1099","Social Service Specialists, All Other","detailed",17890,6.8,26,54080,2
